commentId,comment,classification,comment_processed,word_phrase_list,completely,text,box,black,black white,white,similarity_score
87342,and left the office completely disgusted.,1,leave office completely disgust,"['leave', 'leave office', 'leave office completely', 'leave office completely disgust', 'office', 'office completely', 'office completely disgust', 'completely', 'completely disgust', 'disgust']",1,0,0,0,0,0,0.125
87954,I am completely disgusted with this joke of an office.,1,completely disgust joke office,"['completely', 'completely disgust', 'completely disgust joke', 'completely disgust joke office', 'disgust', 'disgust joke', 'disgust joke office', 'joke', 'joke office', 'office']",1,0,0,0,0,0,0.125
188454,She has completely transformed my lips and I couldn't be happier!,0,completely transform lip happy,"['completely', 'completely transform', 'completely transform lip', 'completely transform lip happy', 'transform', 'transform lip', 'transform lip happy', 'lip', 'lip happy', 'happy']",1,0,0,0,0,0,0.125
182165,"and the drooping has almost completely disappeared, not only am I back to looking as I did before the",0,droop completely disappear look,"['droop', 'droop completely', 'droop completely disappear', 'droop completely disappear look', 'completely', 'completely disappear', 'completely disappear look', 'disappear', 'disappear look', 'look']",1,0,0,0,0,0,0.125
122791,"I personally am disguising my own name, to avoid Dr. White's harassment,",1,personally disguise avoid dr white harassment,"['personally', 'personally disguise', 'personally disguise avoid', 'personally disguise avoid dr', 'personally disguise avoid dr white', 'personally disguise avoid dr white harassment', 'disguise', 'disguise avoid', 'disguise avoid dr', 'disguise avoid dr white', 'disguise avoid dr white harassment', 'avoid', 'avoid dr', 'avoid dr white', 'avoid dr white harassment', 'dr', 'dr white', 'dr white harassment', 'white', 'white harassment', 'harassment']",0,0,0,0,0,1,0.125
175468,This place checked all our boxes!,0,place check box,"['place', 'place check', 'place check box', 'check', 'check box', 'box']",0,0,1,0,0,0,0.125
65636,I was completely satisfied,0,completely satisfy,"['completely', 'completely satisfy', 'satisfy']",1,0,0,0,0,0,0.125
87558,Dr. Yoho completely ruined the look of my breast and,1,dr completely ruin look breast,"['dr', 'dr completely', 'dr completely ruin', 'dr completely ruin look', 'dr completely ruin look breast', 'completely', 'completely ruin', 'completely ruin look', 'completely ruin look breast', 'ruin', 'ruin look', 'ruin look breast', 'look', 'look breast', 'breast']",1,0,0,0,0,0,0.125
164540,I was feeling completely helpless and scared until I finally met with Dr. Chernoff.,0,feel completely helpless scare finally meet dr chernoff,"['feel', 'feel completely', 'feel completely helpless', 'feel completely helpless scare', 'feel completely helpless scare finally', 'feel completely helpless scare finally meet', 'feel completely helpless scare finally meet dr', 'feel completely helpless scare finally meet dr chernoff', 'completely', 'completely helpless', 'completely helpless scare', 'completely helpless scare finally', 'completely helpless scare finally meet', 'completely helpless scare finally meet dr', 'completely helpless scare finally meet dr chernoff', 'helpless', 'helpless scare', 'helpless scare finally', 'helpless scare finally meet', 'helpless scare finally meet dr', 'helpless scare finally meet dr chernoff', 'scare', 'scare finally', 'scare finally meet', 'scare finally meet dr', 'scare finally meet dr chernoff', 'finally', 'finally meet', 'finally meet dr', 'finally meet dr chernoff', 'meet', 'meet dr', 'meet dr chernoff', 'dr', 'dr chernoff', 'chernoff']",1,0,0,0,0,0,0.125
127135,I have been completely let down by this facility in that its taken 2 months to get my prescription filled.,1,completely let facility take prescription fill,"['completely', 'completely let', 'completely let facility', 'completely let facility take', 'completely let facility take prescription', 'completely let facility take prescription fill', 'let', 'let facility', 'let facility take', 'let facility take prescription', 'let facility take prescription fill', 'facility', 'facility take', 'facility take prescription', 'facility take prescription fill', 'take', 'take prescription', 'take prescription fill', 'prescription', 'prescription fill', 'fill']",1,0,0,0,0,0,0.125
121342,"The laser was completely painless, I been to a few dental offices",0,laser completely painless dental office,"['laser', 'laser completely', 'laser completely painless', 'laser completely painless dental', 'laser completely painless dental office', 'completely', 'completely painless', 'completely painless dental', 'completely painless dental office', 'painless', 'painless dental', 'painless dental office', 'dental', 'dental office', 'office']",1,0,0,0,0,0,0.125
96788,They were completely unapologetic.,1,completely unapologetic,"['completely', 'completely unapologetic', 'unapologetic']",1,0,0,0,0,0,0.125
150080,Dr. Vaughn will be there for you if you think something is not right and completely makes you feel comfortable.,0,dr catch think right completely make feel comfortable,"['dr', 'dr catch', 'dr catch think', 'dr catch think right', 'dr catch think right completely', 'dr catch think right completely make', 'dr catch think right completely make feel', 'dr catch think right completely make feel comfortable', 'catch', 'catch think', 'catch think right', 'catch think right completely', 'catch think right completely make', 'catch think right completely make feel', 'catch think right completely make feel comfortable', 'think', 'think right', 'think right completely', 'think right completely make', 'think right completely make feel', 'think right completely make feel comfortable', 'right', 'right completely', 'right completely make', 'right completely make feel', 'right completely make feel comfortable', 'completely', 'completely make', 'completely make feel', 'completely make feel comfortable', 'make', 'make feel', 'make feel comfortable', 'feel', 'feel comfortable', 'comfortable']",1,0,0,0,0,0,0.125
96513,rolled out of surgery and who's not completely satisfied with my results.,1,roll surgery s completely satisfy result,"['roll', 'roll surgery', 'roll surgery s', 'roll surgery s completely', 'roll surgery s completely satisfy', 'roll surgery s completely satisfy result', 'surgery', 'surgery s', 'surgery s completely', 'surgery s completely satisfy', 'surgery s completely satisfy result', 's', 's completely', 's completely satisfy', 's completely satisfy result', 'completely', 'completely satisfy', 'completely satisfy result', 'satisfy', 'satisfy result', 'result']",1,0,0,0,0,0,0.125
61841,"He took the time to explain procedures to me, and took his time to make sure that I understood completely what was involved in the surgical procedure.",0,take time explain procedure take time sure understand completely involve surgical procedure,"['take', 'take time', 'take time explain', 'take time explain procedure', 'take time explain procedure take', 'take time explain procedure take time', 'take time explain procedure take time sure', 'take time explain procedure take time sure understand', 'take time explain procedure take time sure understand completely', 'take time explain procedure take time sure understand completely involve', 'take time explain procedure take time sure understand completely involve surgical', 'take time explain procedure take time sure understand completely involve surgical procedure', 'time', 'time explain', 'time explain procedure', 'time explain procedure take', 'time explain procedure take time', 'time explain procedure take time sure', 'time explain procedure take time sure understand', 'time explain procedure take time sure understand completely', 'time explain procedure take time sure understand completely involve', 'time explain procedure take time sure understand completely involve surgical', 'time explain procedure take time sure understand completely involve surgical procedure', 'explain', 'explain procedure', 'explain procedure take', 'explain procedure take time', 'explain procedure take time sure', 'explain procedure take time sure understand', 'explain procedure take time sure understand completely', 'explain procedure take time sure understand completely involve', 'explain procedure take time sure understand completely involve surgical', 'explain procedure take time sure understand completely involve surgical procedure', 'procedure', 'procedure take', 'procedure take time', 'procedure take time sure', 'procedure take time sure understand', 'procedure take time sure understand completely', 'procedure take time sure understand completely involve', 'procedure take time sure understand completely involve surgical', 'procedure take time sure understand completely involve surgical procedure', 'take', 'take time', 'take time sure', 'take time sure understand', 'take time sure understand completely', 'take time sure understand completely involve', 'take time sure understand completely involve surgical', 'take time sure understand completely involve surgical procedure', 'time', 'time sure', 'time sure understand', 'time sure understand completely', 'time sure understand completely involve', 'time sure understand completely involve surgical', 'time sure understand completely involve surgical procedure', 'sure', 'sure understand', 'sure understand completely', 'sure understand completely involve', 'sure understand completely involve surgical', 'sure understand completely involve surgical procedure', 'understand', 'understand completely', 'understand completely involve', 'understand completely involve surgical', 'understand completely involve surgical procedure', 'completely', 'completely involve', 'completely involve surgical', 'completely involve surgical procedure', 'involve', 'involve surgical', 'involve surgical procedure', 'surgical', 'surgical procedure', 'procedure']",1,0,0,0,0,0,0.125
104065,Operation went very quickly with zero pain Dr. Zafar made himself available via text or phone call all weekend - great experience,0,operation go quickly pain available text phone great experience,"['operation', 'operation go', 'operation go quickly', 'operation go quickly pain', 'operation go quickly pain available', 'operation go quickly pain available text', 'operation go quickly pain available text phone', 'operation go quickly pain available text phone great', 'operation go quickly pain available text phone great experience', 'go', 'go quickly', 'go quickly pain', 'go quickly pain available', 'go quickly pain available text', 'go quickly pain available text phone', 'go quickly pain available text phone great', 'go quickly pain available text phone great experience', 'quickly', 'quickly pain', 'quickly pain available', 'quickly pain available text', 'quickly pain available text phone', 'quickly pain available text phone great', 'quickly pain available text phone great experience', 'pain', 'pain available', 'pain available text', 'pain available text phone', 'pain available text phone great', 'pain available text phone great experience', 'available', 'available text', 'available text phone', 'available text phone great', 'available text phone great experience', 'text', 'text phone', 'text phone great', 'text phone great experience', 'phone', 'phone great', 'phone great experience', 'great', 'great experience', 'experience']",0,1,0,0,0,0,0.125
175220,"Her bump is gone, her bridge is completely straight and her nostrils are symmetrical now.",0,bump go bridge completely straight nostril symmetrical,"['bump', 'bump go', 'bump go bridge', 'bump go bridge completely', 'bump go bridge completely straight', 'bump go bridge completely straight nostril', 'bump go bridge completely straight nostril symmetrical', 'go', 'go bridge', 'go bridge completely', 'go bridge completely straight', 'go bridge completely straight nostril', 'go bridge completely straight nostril symmetrical', 'bridge', 'bridge completely', 'bridge completely straight', 'bridge completely straight nostril', 'bridge completely straight nostril symmetrical', 'completely', 'completely straight', 'completely straight nostril', 'completely straight nostril symmetrical', 'straight', 'straight nostril', 'straight nostril symmetrical', 'nostril', 'nostril symmetrical', 'symmetrical']",1,0,0,0,0,0,0.125
76794,He has done a few white crowns on me and I think it improved my smile at least that is what my wife says.,0,white crown think improved smile wife say,"['white', 'white crown', 'white crown think', 'white crown think improved', 'white crown think improved smile', 'white crown think improved smile wife', 'white crown think improved smile wife say', 'crown', 'crown think', 'crown think improved', 'crown think improved smile', 'crown think improved smile wife', 'crown think improved smile wife say', 'think', 'think improved', 'think improved smile', 'think improved smile wife', 'think improved smile wife say', 'improved', 'improved smile', 'improved smile wife', 'improved smile wife say', 'smile', 'smile wife', 'smile wife say', 'wife', 'wife say', 'say']",0,0,0,0,0,1,0.125
110925,I have been a patient of Dr. Tafur for over 12 years and am completely satisfied with him and his office.,0,patient dr fur completely satisfy office,"['patient', 'patient dr', 'patient dr fur', 'patient dr fur completely', 'patient dr fur completely satisfy', 'patient dr fur completely satisfy office', 'dr', 'dr fur', 'dr fur completely', 'dr fur completely satisfy', 'dr fur completely satisfy office', 'fur', 'fur completely', 'fur completely satisfy', 'fur completely satisfy office', 'completely', 'completely satisfy', 'completely satisfy office', 'satisfy', 'satisfy office', 'office']",1,0,0,0,0,0,0.125
173068,Any humble and responsible doctor would have waived this fee completely.,1,humble responsible doctor waive fee completely,"['humble', 'humble responsible', 'humble responsible doctor', 'humble responsible doctor waive', 'humble responsible doctor waive fee', 'humble responsible doctor waive fee completely', 'responsible', 'responsible doctor', 'responsible doctor waive', 'responsible doctor waive fee', 'responsible doctor waive fee completely', 'doctor', 'doctor waive', 'doctor waive fee', 'doctor waive fee completely', 'waive', 'waive fee', 'waive fee completely', 'fee', 'fee completely', 'completely']",1,0,0,0,0,0,0.125
143066,"I was completely overwhelmed and visibly uneasy, neither the staff or the doctor seemed to notice or care.",1,completely overwhelm visibly uneasy staff doctor notice care,"['completely', 'completely overwhelm', 'completely overwhelm visibly', 'completely overwhelm visibly uneasy', 'completely overwhelm visibly uneasy staff', 'completely overwhelm visibly uneasy staff doctor', 'completely overwhelm visibly uneasy staff doctor notice', 'completely overwhelm visibly uneasy staff doctor notice care', 'overwhelm', 'overwhelm visibly', 'overwhelm visibly uneasy', 'overwhelm visibly uneasy staff', 'overwhelm visibly uneasy staff doctor', 'overwhelm visibly uneasy staff doctor notice', 'overwhelm visibly uneasy staff doctor notice care', 'visibly', 'visibly uneasy', 'visibly uneasy staff', 'visibly uneasy staff doctor', 'visibly uneasy staff doctor notice', 'visibly uneasy staff doctor notice care', 'uneasy', 'uneasy staff', 'uneasy staff doctor', 'uneasy staff doctor notice', 'uneasy staff doctor notice care', 'staff', 'staff doctor', 'staff doctor notice', 'staff doctor notice care', 'doctor', 'doctor notice', 'doctor notice care', 'notice', 'notice care', 'care']",1,0,0,0,0,0,0.125
117387,I trust him completely and that is why I decided to let him do my face and eye lift.,0,trust completely decide let face eye lift,"['trust', 'trust completely', 'trust completely decide', 'trust completely decide let', 'trust completely decide let face', 'trust completely decide let face eye', 'trust completely decide let face eye lift', 'completely', 'completely decide', 'completely decide let', 'completely decide let face', 'completely decide let face eye', 'completely decide let face eye lift', 'decide', 'decide let', 'decide let face', 'decide let face eye', 'decide let face eye lift', 'let', 'let face', 'let face eye', 'let face eye lift', 'face', 'face eye', 'face eye lift', 'eye', 'eye lift', 'lift']",1,0,0,0,0,0,0.125
133535,She always makes me feel comfortable at every visit and I feel like I can be completely open and honest about my health.,0,make feel comfortable visit feel like completely open honest health,"['make', 'make feel', 'make feel comfortable', 'make feel comfortable visit', 'make feel comfortable visit feel', 'make feel comfortable visit feel like', 'make feel comfortable visit feel like completely', 'make feel comfortable visit feel like completely open', 'make feel comfortable visit feel like completely open honest', 'make feel comfortable visit feel like completely open honest health', 'feel', 'feel comfortable', 'feel comfortable visit', 'feel comfortable visit feel', 'feel comfortable visit feel like', 'feel comfortable visit feel like completely', 'feel comfortable visit feel like completely open', 'feel comfortable visit feel like completely open honest', 'feel comfortable visit feel like completely open honest health', 'comfortable', 'comfortable visit', 'comfortable visit feel', 'comfortable visit feel like', 'comfortable visit feel like completely', 'comfortable visit feel like completely open', 'comfortable visit feel like completely open honest', 'comfortable visit feel like completely open honest health', 'visit', 'visit feel', 'visit feel like', 'visit feel like completely', 'visit feel like completely open', 'visit feel like completely open honest', 'visit feel like completely open honest health', 'feel', 'feel like', 'feel like completely', 'feel like completely open', 'feel like completely open honest', 'feel like completely open honest health', 'like', 'like completely', 'like completely open', 'like completely open honest', 'like completely open honest health', 'completely', 'completely open', 'completely open honest', 'completely open honest health', 'open', 'open honest', 'open honest health', 'honest', 'honest health', 'health']",1,0,0,0,0,0,0.125
131848,"Day 1 post-op I looked in the mirror and couldn't believe my eyes, Dr. Schlesinger completely transformed my body.",0,day rostov look mirror believe eye completely transform body,"['day', 'day rostov', 'day rostov look', 'day rostov look mirror', 'day rostov look mirror believe', 'day rostov look mirror believe eye', 'day rostov look mirror believe eye completely', 'day rostov look mirror believe eye completely transform', 'day rostov look mirror believe eye completely transform body', 'rostov', 'rostov look', 'rostov look mirror', 'rostov look mirror believe', 'rostov look mirror believe eye', 'rostov look mirror believe eye completely', 'rostov look mirror believe eye completely transform', 'rostov look mirror believe eye completely transform body', 'look', 'look mirror', 'look mirror believe', 'look mirror believe eye', 'look mirror believe eye completely', 'look mirror believe eye completely transform', 'look mirror believe eye completely transform body', 'mirror', 'mirror believe', 'mirror believe eye', 'mirror believe eye completely', 'mirror believe eye completely transform', 'mirror believe eye completely transform body', 'believe', 'believe eye', 'believe eye completely', 'believe eye completely transform', 'believe eye completely transform body', 'eye', 'eye completely', 'eye completely transform', 'eye completely transform body', 'completely', 'completely transform', 'completely transform body', 'transform', 'transform body', 'body']",1,0,0,0,0,0,0.125
113286,I didn't't get a black eye or any bruising.,0,didn black eye bruise,"['didn', 'didn black', 'didn black eye', 'didn black eye bruise', 'black', 'black eye', 'black eye bruise', 'eye', 'eye bruise', 'bruise']",0,0,0,1,0,0,0.125
65415,Completely professional.,0,completely professional,"['completely', 'completely professional', 'professional']",1,0,0,0,0,0,0.125
139089,I am able to close my left eye lid completely now.,0,able close leave eye lid completely,"['able', 'able close', 'able close leave', 'able close leave eye', 'able close leave eye lid', 'able close leave eye lid completely', 'close', 'close leave', 'close leave eye', 'close leave eye lid', 'close leave eye lid completely', 'leave', 'leave eye', 'leave eye lid', 'leave eye lid completely', 'eye', 'eye lid', 'eye lid completely', 'lid', 'lid completely', 'completely']",1,0,0,0,0,0,0.125
190162,His office offers water for patients and a box with some kind of snack in the waiting area every day.,0,office offer water patient box kind snack wait area,"['office', 'office offer', 'office offer water', 'office offer water patient', 'office offer water patient box', 'office offer water patient box kind', 'office offer water patient box kind snack', 'office offer water patient box kind snack wait', 'office offer water patient box kind snack wait area', 'offer', 'offer water', 'offer water patient', 'offer water patient box', 'offer water patient box kind', 'offer water patient box kind snack', 'offer water patient box kind snack wait', 'offer water patient box kind snack wait area', 'water', 'water patient', 'water patient box', 'water patient box kind', 'water patient box kind snack', 'water patient box kind snack wait', 'water patient box kind snack wait area', 'patient', 'patient box', 'patient box kind', 'patient box kind snack', 'patient box kind snack wait', 'patient box kind snack wait area', 'box', 'box kind', 'box kind snack', 'box kind snack wait', 'box kind snack wait area', 'kind', 'kind snack', 'kind snack wait', 'kind snack wait area', 'snack', 'snack wait', 'snack wait area', 'wait', 'wait area', 'area']",0,0,1,0,0,0,0.125
128299,"He answered all my questions (even ones I didn't think of initially on my own), and I trusted him completely.",0,answer question one think initially trust completely,"['answer', 'answer question', 'answer question one', 'answer question one think', 'answer question one think initially', 'answer question one think initially trust', 'answer question one think initially trust completely', 'question', 'question one', 'question one think', 'question one think initially', 'question one think initially trust', 'question one think initially trust completely', 'one', 'one think', 'one think initially', 'one think initially trust', 'one think initially trust completely', 'think', 'think initially', 'think initially trust', 'think initially trust completely', 'initially', 'initially trust', 'initially trust completely', 'trust', 'trust completely', 'completely']",1,0,0,0,0,0,0.125
130467,"I have had three experiences with him in which this is the case, particularly against his black women employees.",1,experience case particularly black woman employee,"['experience', 'experience case', 'experience case particularly', 'experience case particularly black', 'experience case particularly black woman', 'experience case particularly black woman employee', 'case', 'case particularly', 'case particularly black', 'case particularly black woman', 'case particularly black woman employee', 'particularly', 'particularly black', 'particularly black woman', 'particularly black woman employee', 'black', 'black woman', 'black woman employee', 'woman', 'woman employee', 'employee']",0,0,0,1,0,0,0.125
115724,even took care of a stain that I couldn't get rid of with white strips or whitening rinse.,0,take care stain rid white strip whitening rise,"['take', 'take care', 'take care stain', 'take care stain rid', 'take care stain rid white', 'take care stain rid white strip', 'take care stain rid white strip whitening', 'take care stain rid white strip whitening rise', 'care', 'care stain', 'care stain rid', 'care stain rid white', 'care stain rid white strip', 'care stain rid white strip whitening', 'care stain rid white strip whitening rise', 'stain', 'stain rid', 'stain rid white', 'stain rid white strip', 'stain rid white strip whitening', 'stain rid white strip whitening rise', 'rid', 'rid white', 'rid white strip', 'rid white strip whitening', 'rid white strip whitening rise', 'white', 'white strip', 'white strip whitening', 'white strip whitening rise', 'strip', 'strip whitening', 'strip whitening rise', 'whitening', 'whitening rise', 'rise']",0,0,0,0,0,1,0.125
178997,Recovery was easy and the office was very responsive via text when I had any post-op questions.,0,recovery easy office responsive text rostov question,"['recovery', 'recovery easy', 'recovery easy office', 'recovery easy office responsive', 'recovery easy office responsive text', 'recovery easy office responsive text rostov', 'recovery easy office responsive text rostov question', 'easy', 'easy office', 'easy office responsive', 'easy office responsive text', 'easy office responsive text rostov', 'easy office responsive text rostov question', 'office', 'office responsive', 'office responsive text', 'office responsive text rostov', 'office responsive text rostov question', 'responsive', 'responsive text', 'responsive text rostov', 'responsive text rostov question', 'text', 'text rostov', 'text rostov question', 'rostov', 'rostov question', 'question']",0,1,0,0,0,0,0.125
162938,"and the next day, and she was only a text away if I needed her.",0,text away need,"['text', 'text away', 'text away need', 'away', 'away need', 'need']",0,1,0,0,0,0,0.125
96537,"and compassionate, we felt we could trust him completely at each stage of treatment.",0,compassionate feel trust completely stage treatment,"['compassionate', 'compassionate feel', 'compassionate feel trust', 'compassionate feel trust completely', 'compassionate feel trust completely stage', 'compassionate feel trust completely stage treatment', 'feel', 'feel trust', 'feel trust completely', 'feel trust completely stage', 'feel trust completely stage treatment', 'trust', 'trust completely', 'trust completely stage', 'trust completely stage treatment', 'completely', 'completely stage', 'completely stage treatment', 'stage', 'stage treatment', 'treatment']",1,0,0,0,0,0,0.125
68849,"After giving birth to twins, my stomach muscles were completely stretched out.",1,give birth twin stomach muscle completely stretch,"['give', 'give birth', 'give birth twin', 'give birth twin stomach', 'give birth twin stomach muscle', 'give birth twin stomach muscle completely', 'give birth twin stomach muscle completely stretch', 'birth', 'birth twin', 'birth twin stomach', 'birth twin stomach muscle', 'birth twin stomach muscle completely', 'birth twin stomach muscle completely stretch', 'twin', 'twin stomach', 'twin stomach muscle', 'twin stomach muscle completely', 'twin stomach muscle completely stretch', 'stomach', 'stomach muscle', 'stomach muscle completely', 'stomach muscle completely stretch', 'muscle', 'muscle completely', 'muscle completely stretch', 'completely', 'completely stretch', 'stretch']",1,0,0,0,0,0,0.125
118060,She talks you through each step to ensure you are completely happy with the results.,0,talk step ensure completely happy result,"['talk', 'talk step', 'talk step ensure', 'talk step ensure completely', 'talk step ensure completely happy', 'talk step ensure completely happy result', 'step', 'step ensure', 'step ensure completely', 'step ensure completely happy', 'step ensure completely happy result', 'ensure', 'ensure completely', 'ensure completely happy', 'ensure completely happy result', 'completely', 'completely happy', 'completely happy result', 'happy', 'happy result', 'result']",1,0,0,0,0,0,0.125
124272,Our whole family recommends Dr. White- we would give 10 stars if it were an option!,0,family recommend dr white star option,"['family', 'family recommend', 'family recommend dr', 'family recommend dr white', 'family recommend dr white star', 'family recommend dr white star option', 'recommend', 'recommend dr', 'recommend dr white', 'recommend dr white star', 'recommend dr white star option', 'dr', 'dr white', 'dr white star', 'dr white star option', 'white', 'white star', 'white star option', 'star', 'star option', 'option']",0,0,0,0,0,1,0.125
120448,"If he cannot think outside the box, as an ER dr should do, then perhaps he should reassess his strategy.",1,think outside box erbium dr ass strategy,"['think', 'think outside', 'think outside box', 'think outside box erbium', 'think outside box erbium dr', 'think outside box erbium dr ass', 'think outside box erbium dr ass strategy', 'outside', 'outside box', 'outside box erbium', 'outside box erbium dr', 'outside box erbium dr ass', 'outside box erbium dr ass strategy', 'box', 'box erbium', 'box erbium dr', 'box erbium dr ass', 'box erbium dr ass strategy', 'erbium', 'erbium dr', 'erbium dr ass', 'erbium dr ass strategy', 'dr', 'dr ass', 'dr ass strategy', 'ass', 'ass strategy', 'strategy']",0,0,1,0,0,0,0.125
124128,but completely botched my nose.,1,completely mottle nose,"['completely', 'completely mottle', 'completely mottle nose', 'mottle', 'mottle nose', 'nose']",1,0,0,0,0,0,0.125
137294,I completely recommend!,0,completely recommend,"['completely', 'completely recommend', 'recommend']",1,0,0,0,0,0,0.125
103653,"No disability, completely normal after surgery.",0,disability completely normal surgery,"['disability', 'disability completely', 'disability completely normal', 'disability completely normal surgery', 'completely', 'completely normal', 'completely normal surgery', 'normal', 'normal surgery', 'surgery']",1,0,0,0,0,0,0.125
150258,for me to make it out even close up in the mirror--and the overall effect is completely natural.,0,close mirrorand overall effect completely natural,"['close', 'close mirrorand', 'close mirrorand overall', 'close mirrorand overall effect', 'close mirrorand overall effect completely', 'close mirrorand overall effect completely natural', 'mirrorand', 'mirrorand overall', 'mirrorand overall effect', 'mirrorand overall effect completely', 'mirrorand overall effect completely natural', 'overall', 'overall effect', 'overall effect completely', 'overall effect completely natural', 'effect', 'effect completely', 'effect completely natural', 'completely', 'completely natural', 'natural']",1,0,0,0,0,0,0.125
174328,and my breathing issues are completely gone!,0,breathe issue completely go,"['breathe', 'breathe issue', 'breathe issue completely', 'breathe issue completely go', 'issue', 'issue completely', 'issue completely go', 'completely', 'completely go', 'go']",1,0,0,0,0,0,0.125
150461,"Neither surgeon or staff had to courtesy to call, text, or email to inform me.",1,surgeon staff courtesy text e-mail inform,"['surgeon', 'surgeon staff', 'surgeon staff courtesy', 'surgeon staff courtesy text', 'surgeon staff courtesy text e-mail', 'surgeon staff courtesy text e-mail inform', 'staff', 'staff courtesy', 'staff courtesy text', 'staff courtesy text e-mail', 'staff courtesy text e-mail inform', 'courtesy', 'courtesy text', 'courtesy text e-mail', 'courtesy text e-mail inform', 'text', 'text e-mail', 'text e-mail inform', 'e-mail', 'e-mail inform', 'inform']",0,1,0,0,0,0,0.125
129089,He has a great aesthetic eye and I trust him completely.,0,great aesthetic eye trust completely,"['great', 'great aesthetic', 'great aesthetic eye', 'great aesthetic eye trust', 'great aesthetic eye trust completely', 'aesthetic', 'aesthetic eye', 'aesthetic eye trust', 'aesthetic eye trust completely', 'eye', 'eye trust', 'eye trust completely', 'trust', 'trust completely', 'completely']",1,0,0,0,0,0,0.125
138677,"Completely satisfied with there performance,they work with ur conditions and work schedule.Dr Robison",0,completely satisfy performancethey work condition work schedule robinson,"['completely', 'completely satisfy', 'completely satisfy performancethey', 'completely satisfy performancethey work', 'completely satisfy performancethey work condition', 'completely satisfy performancethey work condition work', 'completely satisfy performancethey work condition work schedule', 'completely satisfy performancethey work condition work schedule robinson', 'satisfy', 'satisfy performancethey', 'satisfy performancethey work', 'satisfy performancethey work condition', 'satisfy performancethey work condition work', 'satisfy performancethey work condition work schedule', 'satisfy performancethey work condition work schedule robinson', 'performancethey', 'performancethey work', 'performancethey work condition', 'performancethey work condition work', 'performancethey work condition work schedule', 'performancethey work condition work schedule robinson', 'work', 'work condition', 'work condition work', 'work condition work schedule', 'work condition work schedule robinson', 'condition', 'condition work', 'condition work schedule', 'condition work schedule robinson', 'work', 'work schedule', 'work schedule robinson', 'schedule', 'schedule robinson', 'robinson']",1,0,0,0,0,0,0.125
118690,"I?m not even completely healed yet and as far as I can see, my butt hasn?t even shrunk.",1,m completely heal far butt shrink,"['m', 'm completely', 'm completely heal', 'm completely heal far', 'm completely heal far butt', 'm completely heal far butt shrink', 'completely', 'completely heal', 'completely heal far', 'completely heal far butt', 'completely heal far butt shrink', 'heal', 'heal far', 'heal far butt', 'heal far butt shrink', 'far', 'far butt', 'far butt shrink', 'butt', 'butt shrink', 'shrink']",1,0,0,0,0,0,0.125
143584,and now after about a month of seeing him my pain in my leg is completely gone.,0,see pain leg completely go,"['see', 'see pain', 'see pain leg', 'see pain leg completely', 'see pain leg completely go', 'pain', 'pain leg', 'pain leg completely', 'pain leg completely go', 'leg', 'leg completely', 'leg completely go', 'completely', 'completely go', 'go']",1,0,0,0,0,0,0.125
177264,"I didn't see how his hand shook until after surgery where I was left with black and blue bruises, necrosis.",1,hand shake surgery leave black blue bruise necrosis,"['hand', 'hand shake', 'hand shake surgery', 'hand shake surgery leave', 'hand shake surgery leave black', 'hand shake surgery leave black blue', 'hand shake surgery leave black blue bruise', 'hand shake surgery leave black blue bruise necrosis', 'shake', 'shake surgery', 'shake surgery leave', 'shake surgery leave black', 'shake surgery leave black blue', 'shake surgery leave black blue bruise', 'shake surgery leave black blue bruise necrosis', 'surgery', 'surgery leave', 'surgery leave black', 'surgery leave black blue', 'surgery leave black blue bruise', 'surgery leave black blue bruise necrosis', 'leave', 'leave black', 'leave black blue', 'leave black blue bruise', 'leave black blue bruise necrosis', 'black', 'black blue', 'black blue bruise', 'black blue bruise necrosis', 'blue', 'blue bruise', 'blue bruise necrosis', 'bruise', 'bruise necrosis', 'necrosis']",0,0,0,1,0,0,0.125
157145,"So, I make another appointment for the following week and yesterday I receive a text (attached below) saying that he's not available again.",1,appointment receive text attach say s available,"['appointment', 'appointment receive', 'appointment receive text', 'appointment receive text attach', 'appointment receive text attach say', 'appointment receive text attach say s', 'appointment receive text attach say s available', 'receive', 'receive text', 'receive text attach', 'receive text attach say', 'receive text attach say s', 'receive text attach say s available', 'text', 'text attach', 'text attach say', 'text attach say s', 'text attach say s available', 'attach', 'attach say', 'attach say s', 'attach say s available', 'say', 'say s', 'say s available', 's', 's available', 'available']",0,1,0,0,0,0,0.125
190206,I trust him completely and don't think there's a better surgeon out there!,0,trust completely think s good surgeon,"['trust', 'trust completely', 'trust completely think', 'trust completely think s', 'trust completely think s good', 'trust completely think s good surgeon', 'completely', 'completely think', 'completely think s', 'completely think s good', 'completely think s good surgeon', 'think', 'think s', 'think s good', 'think s good surgeon', 's', 's good', 's good surgeon', 'good', 'good surgeon', 'surgeon']",1,0,0,0,0,0,0.125
167567,She had me completely relaxed.,0,completely relax,"['completely', 'completely relax', 'relax']",1,0,0,0,0,0,0.125
