commentId,comment,classification,comment_processed,word_phrase_list,reception,reception amaze,amaze,similarity_score
111777,The receptionist is not well educated in the position.,1,reception educate position,"['reception', 'reception educate', 'reception educate position', 'educate', 'educate position', 'position']",1,0,0,0.7142857142857143
92561,Great office nice staff amazing doc.,0,great office nice staff amaze,"['great', 'great office', 'great office nice', 'great office nice staff', 'great office nice staff amaze', 'office', 'office nice', 'office nice staff', 'office nice staff amaze', 'nice', 'nice staff', 'nice staff amaze', 'staff', 'staff amaze', 'amaze']",0,0,1,0.7142857142857143
163077,u professional behavior from receptionist/s update: called back at 10:00 receptionist was very nice and helpful glad it worked out,0,u professional behavior receptionist update call reception nice helpful glad work,"['u', 'u professional', 'u professional behavior', 'u professional behavior receptionist', 'u professional behavior receptionist update', 'u professional behavior receptionist update call', 'u professional behavior receptionist update call reception', 'u professional behavior receptionist update call reception nice', 'u professional behavior receptionist update call reception nice helpful', 'u professional behavior receptionist update call reception nice helpful glad', 'u professional behavior receptionist update call reception nice helpful glad work', 'professional', 'professional behavior', 'professional behavior receptionist', 'professional behavior receptionist update', 'professional behavior receptionist update call', 'professional behavior receptionist update call reception', 'professional behavior receptionist update call reception nice', 'professional behavior receptionist update call reception nice helpful', 'professional behavior receptionist update call reception nice helpful glad', 'professional behavior receptionist update call reception nice helpful glad work', 'behavior', 'behavior receptionist', 'behavior receptionist update', 'behavior receptionist update call', 'behavior receptionist update call reception', 'behavior receptionist update call reception nice', 'behavior receptionist update call reception nice helpful', 'behavior receptionist update call reception nice helpful glad', 'behavior receptionist update call reception nice helpful glad work', 'receptionist', 'receptionist update', 'receptionist update call', 'receptionist update call reception', 'receptionist update call reception nice', 'receptionist update call reception nice helpful', 'receptionist update call reception nice helpful glad', 'receptionist update call reception nice helpful glad work', 'update', 'update call', 'update call reception', 'update call reception nice', 'update call reception nice helpful', 'update call reception nice helpful glad', 'update call reception nice helpful glad work', 'call', 'call reception', 'call reception nice', 'call reception nice helpful', 'call reception nice helpful glad', 'call reception nice helpful glad work', 'reception', 'reception nice', 'reception nice helpful', 'reception nice helpful glad', 'reception nice helpful glad work', 'nice', 'nice helpful', 'nice helpful glad', 'nice helpful glad work', 'helpful', 'helpful glad', 'helpful glad work', 'glad', 'glad work', 'work']",1,0,0,0.7142857142857143
138510,I am diabetic and his expertise with diabetic eye problems is amazing.,0,diabetic expertness diabetic eye problem amaze,"['diabetic', 'diabetic expertness', 'diabetic expertness diabetic', 'diabetic expertness diabetic eye', 'diabetic expertness diabetic eye problem', 'diabetic expertness diabetic eye problem amaze', 'expertness', 'expertness diabetic', 'expertness diabetic eye', 'expertness diabetic eye problem', 'expertness diabetic eye problem amaze', 'diabetic', 'diabetic eye', 'diabetic eye problem', 'diabetic eye problem amaze', 'eye', 'eye problem', 'eye problem amaze', 'problem', 'problem amaze', 'amaze']",0,0,1,0.7142857142857143
95069,Dr. Yeko is amazing when it comes to breaking down the process/ options about what is going to happen.,0,amaze come break process option go happen,"['amaze', 'amaze come', 'amaze come break', 'amaze come break process', 'amaze come break process option', 'amaze come break process option go', 'amaze come break process option go happen', 'come', 'come break', 'come break process', 'come break process option', 'come break process option go', 'come break process option go happen', 'break', 'break process', 'break process option', 'break process option go', 'break process option go happen', 'process', 'process option', 'process option go', 'process option go happen', 'option', 'option go', 'option go happen', 'go', 'go happen', 'happen']",0,0,1,0.7142857142857143
139969,Erin is amazing!,0,erie amaze,"['erie', 'erie amaze', 'amaze']",0,0,1,0.7142857142857143
189346,"If Southern Hospitality was a theme, I am sure they would be the first place picture.",0,southern cordial reception theme sure place picture,"['southern', 'southern cordial', 'southern cordial reception', 'southern cordial reception theme', 'southern cordial reception theme sure', 'southern cordial reception theme sure place', 'southern cordial reception theme sure place picture', 'cordial', 'cordial reception', 'cordial reception theme', 'cordial reception theme sure', 'cordial reception theme sure place', 'cordial reception theme sure place picture', 'reception', 'reception theme', 'reception theme sure', 'reception theme sure place', 'reception theme sure place picture', 'theme', 'theme sure', 'theme sure place', 'theme sure place picture', 'sure', 'sure place', 'sure place picture', 'place', 'place picture', 'picture']",1,0,0,0.7142857142857143
123328,"It?s more like a spa than a dentist office, and amazing staff all around!!!",0,like sea dentist office amaze staff,"['like', 'like sea', 'like sea dentist', 'like sea dentist office', 'like sea dentist office amaze', 'like sea dentist office amaze staff', 'sea', 'sea dentist', 'sea dentist office', 'sea dentist office amaze', 'sea dentist office amaze staff', 'dentist', 'dentist office', 'dentist office amaze', 'dentist office amaze staff', 'office', 'office amaze', 'office amaze staff', 'amaze', 'amaze staff', 'staff']",0,0,1,0.7142857142857143
143183,"I want to thank dr. Levine for his amazing work and knowledge, the staff was amazing in the office and the clinic.",0,want thank amaze work cognition staff amaze office clinic,"['want', 'want thank', 'want thank amaze', 'want thank amaze work', 'want thank amaze work cognition', 'want thank amaze work cognition staff', 'want thank amaze work cognition staff amaze', 'want thank amaze work cognition staff amaze office', 'want thank amaze work cognition staff amaze office clinic', 'thank', 'thank amaze', 'thank amaze work', 'thank amaze work cognition', 'thank amaze work cognition staff', 'thank amaze work cognition staff amaze', 'thank amaze work cognition staff amaze office', 'thank amaze work cognition staff amaze office clinic', 'amaze', 'amaze work', 'amaze work cognition', 'amaze work cognition staff', 'amaze work cognition staff amaze', 'amaze work cognition staff amaze office', 'amaze work cognition staff amaze office clinic', 'work', 'work cognition', 'work cognition staff', 'work cognition staff amaze', 'work cognition staff amaze office', 'work cognition staff amaze office clinic', 'cognition', 'cognition staff', 'cognition staff amaze', 'cognition staff amaze office', 'cognition staff amaze office clinic', 'staff', 'staff amaze', 'staff amaze office', 'staff amaze office clinic', 'amaze', 'amaze office', 'amaze office clinic', 'office', 'office clinic', 'clinic']",0,0,1,0.7142857142857143
125556,These people from top to bottom were nothing short of amazing.,0,people short amaze,"['people', 'people short', 'people short amaze', 'short', 'short amaze', 'amaze']",0,0,1,0.7142857142857143
138619,If you want an amazing TT then I highly recommend Dr. Camp and his wonderful staff.,0,want amaze tt highly recommend dr camp fantastic staff,"['want', 'want amaze', 'want amaze tt', 'want amaze tt highly', 'want amaze tt highly recommend', 'want amaze tt highly recommend dr', 'want amaze tt highly recommend dr camp', 'want amaze tt highly recommend dr camp fantastic', 'want amaze tt highly recommend dr camp fantastic staff', 'amaze', 'amaze tt', 'amaze tt highly', 'amaze tt highly recommend', 'amaze tt highly recommend dr', 'amaze tt highly recommend dr camp', 'amaze tt highly recommend dr camp fantastic', 'amaze tt highly recommend dr camp fantastic staff', 'tt', 'tt highly', 'tt highly recommend', 'tt highly recommend dr', 'tt highly recommend dr camp', 'tt highly recommend dr camp fantastic', 'tt highly recommend dr camp fantastic staff', 'highly', 'highly recommend', 'highly recommend dr', 'highly recommend dr camp', 'highly recommend dr camp fantastic', 'highly recommend dr camp fantastic staff', 'recommend', 'recommend dr', 'recommend dr camp', 'recommend dr camp fantastic', 'recommend dr camp fantastic staff', 'dr', 'dr camp', 'dr camp fantastic', 'dr camp fantastic staff', 'camp', 'camp fantastic', 'camp fantastic staff', 'fantastic', 'fantastic staff', 'staff']",0,0,1,0.7142857142857143
87872,and stomach are amazing.,0,stomach amaze,"['stomach', 'stomach amaze', 'amaze']",0,0,1,0.7142857142857143
68391,I was amazed at the before and after pictures of patients he had operated on.,0,amaze picture patient operate,"['amaze', 'amaze picture', 'amaze picture patient', 'amaze picture patient operate', 'picture', 'picture patient', 'picture patient operate', 'patient', 'patient operate', 'operate']",0,0,1,0.7142857142857143
185017,"Amazing place, really recommend it.",0,amaze place recommend,"['amaze', 'amaze place', 'amaze place recommend', 'place', 'place recommend', 'recommend']",0,0,1,0.7142857142857143
101630,Hands down amazing.,0,hand amaze,"['hand', 'hand amaze', 'amaze']",0,0,1,0.7142857142857143
145965,The staff and office manager that I worked with was amazing.,0,staff office manager work amaze,"['staff', 'staff office', 'staff office manager', 'staff office manager work', 'staff office manager work amaze', 'office', 'office manager', 'office manager work', 'office manager work amaze', 'manager', 'manager work', 'manager work amaze', 'work', 'work amaze', 'amaze']",0,0,1,0.7142857142857143
123205,and friendly service from receptionist to dr's while u wait u can have a nice cup of water or tea.,0,friendly service reception dry u wait u nice cup water tea,"['friendly', 'friendly service', 'friendly service reception', 'friendly service reception dry', 'friendly service reception dry u', 'friendly service reception dry u wait', 'friendly service reception dry u wait u', 'friendly service reception dry u wait u nice', 'friendly service reception dry u wait u nice cup', 'friendly service reception dry u wait u nice cup water', 'friendly service reception dry u wait u nice cup water tea', 'service', 'service reception', 'service reception dry', 'service reception dry u', 'service reception dry u wait', 'service reception dry u wait u', 'service reception dry u wait u nice', 'service reception dry u wait u nice cup', 'service reception dry u wait u nice cup water', 'service reception dry u wait u nice cup water tea', 'reception', 'reception dry', 'reception dry u', 'reception dry u wait', 'reception dry u wait u', 'reception dry u wait u nice', 'reception dry u wait u nice cup', 'reception dry u wait u nice cup water', 'reception dry u wait u nice cup water tea', 'dry', 'dry u', 'dry u wait', 'dry u wait u', 'dry u wait u nice', 'dry u wait u nice cup', 'dry u wait u nice cup water', 'dry u wait u nice cup water tea', 'u', 'u wait', 'u wait u', 'u wait u nice', 'u wait u nice cup', 'u wait u nice cup water', 'u wait u nice cup water tea', 'wait', 'wait u', 'wait u nice', 'wait u nice cup', 'wait u nice cup water', 'wait u nice cup water tea', 'u', 'u nice', 'u nice cup', 'u nice cup water', 'u nice cup water tea', 'nice', 'nice cup', 'nice cup water', 'nice cup water tea', 'cup', 'cup water', 'cup water tea', 'water', 'water tea', 'tea']",1,0,0,0.7142857142857143
147442,It's amazing to look in the mirror and have my face be symmetrical!,0,amaze look mirror face symmetrical,"['amaze', 'amaze look', 'amaze look mirror', 'amaze look mirror face', 'amaze look mirror face symmetrical', 'look', 'look mirror', 'look mirror face', 'look mirror face symmetrical', 'mirror', 'mirror face', 'mirror face symmetrical', 'face', 'face symmetrical', 'symmetrical']",0,0,1,0.7142857142857143
114899,"Everyone in that office is amazing, I was explained about my procedure step by step by the staff",0,office amaze explain procedure step step staff,"['office', 'office amaze', 'office amaze explain', 'office amaze explain procedure', 'office amaze explain procedure step', 'office amaze explain procedure step step', 'office amaze explain procedure step step staff', 'amaze', 'amaze explain', 'amaze explain procedure', 'amaze explain procedure step', 'amaze explain procedure step step', 'amaze explain procedure step step staff', 'explain', 'explain procedure', 'explain procedure step', 'explain procedure step step', 'explain procedure step step staff', 'procedure', 'procedure step', 'procedure step step', 'procedure step step staff', 'step', 'step step', 'step step staff', 'step', 'step staff', 'staff']",0,0,1,0.7142857142857143
115801,the receptionist is amazing too.,0,reception amaze,"['reception', 'reception amaze', 'amaze']",1,1,1,2.142857142857143
100081,Awesome from reception to dental work.,0,amazing reception dental work,"['amazing', 'amazing reception', 'amazing reception dental', 'amazing reception dental work', 'reception', 'reception dental', 'reception dental work', 'dental', 'dental work', 'work']",1,0,0,0.7142857142857143
160901,"He also did amazing work on my breast reduction, he was there before the surgery checking in on me",0,amaze work breast reduction surgery check,"['amaze', 'amaze work', 'amaze work breast', 'amaze work breast reduction', 'amaze work breast reduction surgery', 'amaze work breast reduction surgery check', 'work', 'work breast', 'work breast reduction', 'work breast reduction surgery', 'work breast reduction surgery check', 'breast', 'breast reduction', 'breast reduction surgery', 'breast reduction surgery check', 'reduction', 'reduction surgery', 'reduction surgery check', 'surgery', 'surgery check', 'check']",0,0,1,0.7142857142857143
162937,He not only did an amazing job but answers the phone on the weekends if you have questions.,0,amaze job answer phone weekend question,"['amaze', 'amaze job', 'amaze job answer', 'amaze job answer phone', 'amaze job answer phone weekend', 'amaze job answer phone weekend question', 'job', 'job answer', 'job answer phone', 'job answer phone weekend', 'job answer phone weekend question', 'answer', 'answer phone', 'answer phone weekend', 'answer phone weekend question', 'phone', 'phone weekend', 'phone weekend question', 'weekend', 'weekend question', 'question']",0,0,1,0.7142857142857143
105658,My nurses were absolutely amazing and so empathetic during hard times.,0,nurse absolutely amaze sympathetic hard time,"['nurse', 'nurse absolutely', 'nurse absolutely amaze', 'nurse absolutely amaze sympathetic', 'nurse absolutely amaze sympathetic hard', 'nurse absolutely amaze sympathetic hard time', 'absolutely', 'absolutely amaze', 'absolutely amaze sympathetic', 'absolutely amaze sympathetic hard', 'absolutely amaze sympathetic hard time', 'amaze', 'amaze sympathetic', 'amaze sympathetic hard', 'amaze sympathetic hard time', 'sympathetic', 'sympathetic hard', 'sympathetic hard time', 'hard', 'hard time', 'time']",0,0,1,0.7142857142857143
104281,He is genuinely an amazing person who cares about people.,0,genuinely amaze person care people,"['genuinely', 'genuinely amaze', 'genuinely amaze person', 'genuinely amaze person care', 'genuinely amaze person care people', 'amaze', 'amaze person', 'amaze person care', 'amaze person care people', 'person', 'person care', 'person care people', 'care', 'care people', 'people']",0,0,1,0.7142857142857143
177493,Unfortunately I could break through the iron wall of his receptionits to schedule this appointment.,1,unfortunately break iron wall reception schedule appointment,"['unfortunately', 'unfortunately break', 'unfortunately break iron', 'unfortunately break iron wall', 'unfortunately break iron wall reception', 'unfortunately break iron wall reception schedule', 'unfortunately break iron wall reception schedule appointment', 'break', 'break iron', 'break iron wall', 'break iron wall reception', 'break iron wall reception schedule', 'break iron wall reception schedule appointment', 'iron', 'iron wall', 'iron wall reception', 'iron wall reception schedule', 'iron wall reception schedule appointment', 'wall', 'wall reception', 'wall reception schedule', 'wall reception schedule appointment', 'reception', 'reception schedule', 'reception schedule appointment', 'schedule', 'schedule appointment', 'appointment']",1,0,0,0.7142857142857143
147685,I connected with the receptionist because of my job.,0,connect reception job,"['connect', 'connect reception', 'connect reception job', 'reception', 'reception job', 'job']",1,0,0,0.7142857142857143
102222,Dr. Zhou was amazing!,0,amaze,['amaze'],0,0,1,0.7142857142857143
71473,Very kind receptionist when making initial appointment.,0,kind reception make initial appointment,"['kind', 'kind reception', 'kind reception make', 'kind reception make initial', 'kind reception make initial appointment', 'reception', 'reception make', 'reception make initial', 'reception make initial appointment', 'make', 'make initial', 'make initial appointment', 'initial', 'initial appointment', 'appointment']",1,0,0,0.7142857142857143
142667,I now have 20/20 vision and couldn?t be more thankful to Dr. Seagall and his amazing staff.,0,vision grateful dr seagall amaze staff,"['vision', 'vision grateful', 'vision grateful dr', 'vision grateful dr seagall', 'vision grateful dr seagall amaze', 'vision grateful dr seagall amaze staff', 'grateful', 'grateful dr', 'grateful dr seagall', 'grateful dr seagall amaze', 'grateful dr seagall amaze staff', 'dr', 'dr seagall', 'dr seagall amaze', 'dr seagall amaze staff', 'seagall', 'seagall amaze', 'seagall amaze staff', 'amaze', 'amaze staff', 'staff']",0,0,1,0.7142857142857143
121103,Thank you Dr. Gartner for being an amazing surgeon!,0,thank amaze surgeon,"['thank', 'thank amaze', 'thank amaze surgeon', 'amaze', 'amaze surgeon', 'surgeon']",0,0,1,0.7142857142857143
187205,I couldn't be happier with my results after visiting Kenneth Ruiz as his work is nothing short of amazing!,0,happy result visit ruin work short amaze,"['happy', 'happy result', 'happy result visit', 'happy result visit ruin', 'happy result visit ruin work', 'happy result visit ruin work short', 'happy result visit ruin work short amaze', 'result', 'result visit', 'result visit ruin', 'result visit ruin work', 'result visit ruin work short', 'result visit ruin work short amaze', 'visit', 'visit ruin', 'visit ruin work', 'visit ruin work short', 'visit ruin work short amaze', 'ruin', 'ruin work', 'ruin work short', 'ruin work short amaze', 'work', 'work short', 'work short amaze', 'short', 'short amaze', 'amaze']",0,0,1,0.7142857142857143
141659,"Customer service is perfect,nurses are amazing and doctor Witz too,because of him the mirical happened",0,customer service perfectnurses amaze doctor medical happen,"['customer', 'customer service', 'customer service perfectnurses', 'customer service perfectnurses amaze', 'customer service perfectnurses amaze doctor', 'customer service perfectnurses amaze doctor medical', 'customer service perfectnurses amaze doctor medical happen', 'service', 'service perfectnurses', 'service perfectnurses amaze', 'service perfectnurses amaze doctor', 'service perfectnurses amaze doctor medical', 'service perfectnurses amaze doctor medical happen', 'perfectnurses', 'perfectnurses amaze', 'perfectnurses amaze doctor', 'perfectnurses amaze doctor medical', 'perfectnurses amaze doctor medical happen', 'amaze', 'amaze doctor', 'amaze doctor medical', 'amaze doctor medical happen', 'doctor', 'doctor medical', 'doctor medical happen', 'medical', 'medical happen', 'happen']",0,0,1,0.7142857142857143
85258,megan was amazing at answering all my questions.,0,begin amaze answer question,"['begin', 'begin amaze', 'begin amaze answer', 'begin amaze answer question', 'amaze', 'amaze answer', 'amaze answer question', 'answer', 'answer question', 'question']",0,0,1,0.7142857142857143
115721,"He has the most amazing patient care, skill and follow up.",0,amaze patient care skill follow,"['amaze', 'amaze patient', 'amaze patient care', 'amaze patient care skill', 'amaze patient care skill follow', 'patient', 'patient care', 'patient care skill', 'patient care skill follow', 'care', 'care skill', 'care skill follow', 'skill', 'skill follow', 'follow']",0,0,1,0.7142857142857143
82416,"Amazing! - Beverly Hills, CA.",0,amaze,['amaze'],0,0,1,0.7142857142857143
114752,"the receptionist is amazing too, she's very friendly and knowledgeable.",0,reception amaze s friendly knowledgeable,"['reception', 'reception amaze', 'reception amaze s', 'reception amaze s friendly', 'reception amaze s friendly knowledgeable', 'amaze', 'amaze s', 'amaze s friendly', 'amaze s friendly knowledgeable', 's', 's friendly', 's friendly knowledgeable', 'friendly', 'friendly knowledgeable', 'knowledgeable']",1,1,1,2.142857142857143
107370,this team of amazing women actually do consistently deliver on their declared mission statement.,0,team amaze woman actually systematically deliver declare mission statement,"['team', 'team amaze', 'team amaze woman', 'team amaze woman actually', 'team amaze woman actually systematically', 'team amaze woman actually systematically deliver', 'team amaze woman actually systematically deliver declare', 'team amaze woman actually systematically deliver declare mission', 'team amaze woman actually systematically deliver declare mission statement', 'amaze', 'amaze woman', 'amaze woman actually', 'amaze woman actually systematically', 'amaze woman actually systematically deliver', 'amaze woman actually systematically deliver declare', 'amaze woman actually systematically deliver declare mission', 'amaze woman actually systematically deliver declare mission statement', 'woman', 'woman actually', 'woman actually systematically', 'woman actually systematically deliver', 'woman actually systematically deliver declare', 'woman actually systematically deliver declare mission', 'woman actually systematically deliver declare mission statement', 'actually', 'actually systematically', 'actually systematically deliver', 'actually systematically deliver declare', 'actually systematically deliver declare mission', 'actually systematically deliver declare mission statement', 'systematically', 'systematically deliver', 'systematically deliver declare', 'systematically deliver declare mission', 'systematically deliver declare mission statement', 'deliver', 'deliver declare', 'deliver declare mission', 'deliver declare mission statement', 'declare', 'declare mission', 'declare mission statement', 'mission', 'mission statement', 'statement']",0,0,1,0.7142857142857143
92356,The pain was manageable the care was amazing.,0,pain manageable care amaze,"['pain', 'pain manageable', 'pain manageable care', 'pain manageable care amaze', 'manageable', 'manageable care', 'manageable care amaze', 'care', 'care amaze', 'amaze']",0,0,1,0.7142857142857143
121795,Dr Kotoske has worked with some of my coworkers and their results are amazing.,0,work worker result amaze,"['work', 'work worker', 'work worker result', 'work worker result amaze', 'worker', 'worker result', 'worker result amaze', 'result', 'result amaze', 'amaze']",0,0,1,0.7142857142857143
162299,"Inspectors could identify no barrier between receptionist and patients, no posted mask mandate, no social distancing policy, and no COVID-19 screening measures.""",1,inspector identify barrier reception patient post mask mandate social distend policy screen measure,"['inspector', 'inspector identify', 'inspector identify barrier', 'inspector identify barrier reception', 'inspector identify barrier reception patient', 'inspector identify barrier reception patient post', 'inspector identify barrier reception patient post mask', 'inspector identify barrier reception patient post mask mandate', 'inspector identify barrier reception patient post mask mandate social', 'inspector identify barrier reception patient post mask mandate social distend', 'inspector identify barrier reception patient post mask mandate social distend policy', 'inspector identify barrier reception patient post mask mandate social distend policy screen', 'inspector identify barrier reception patient post mask mandate social distend policy screen measure', 'identify', 'identify barrier', 'identify barrier reception', 'identify barrier reception patient', 'identify barrier reception patient post', 'identify barrier reception patient post mask', 'identify barrier reception patient post mask mandate', 'identify barrier reception patient post mask mandate social', 'identify barrier reception patient post mask mandate social distend', 'identify barrier reception patient post mask mandate social distend policy', 'identify barrier reception patient post mask mandate social distend policy screen', 'identify barrier reception patient post mask mandate social distend policy screen measure', 'barrier', 'barrier reception', 'barrier reception patient', 'barrier reception patient post', 'barrier reception patient post mask', 'barrier reception patient post mask mandate', 'barrier reception patient post mask mandate social', 'barrier reception patient post mask mandate social distend', 'barrier reception patient post mask mandate social distend policy', 'barrier reception patient post mask mandate social distend policy screen', 'barrier reception patient post mask mandate social distend policy screen measure', 'reception', 'reception patient', 'reception patient post', 'reception patient post mask', 'reception patient post mask mandate', 'reception patient post mask mandate social', 'reception patient post mask mandate social distend', 'reception patient post mask mandate social distend policy', 'reception patient post mask mandate social distend policy screen', 'reception patient post mask mandate social distend policy screen measure', 'patient', 'patient post', 'patient post mask', 'patient post mask mandate', 'patient post mask mandate social', 'patient post mask mandate social distend', 'patient post mask mandate social distend policy', 'patient post mask mandate social distend policy screen', 'patient post mask mandate social distend policy screen measure', 'post', 'post mask', 'post mask mandate', 'post mask mandate social', 'post mask mandate social distend', 'post mask mandate social distend policy', 'post mask mandate social distend policy screen', 'post mask mandate social distend policy screen measure', 'mask', 'mask mandate', 'mask mandate social', 'mask mandate social distend', 'mask mandate social distend policy', 'mask mandate social distend policy screen', 'mask mandate social distend policy screen measure', 'mandate', 'mandate social', 'mandate social distend', 'mandate social distend policy', 'mandate social distend policy screen', 'mandate social distend policy screen measure', 'social', 'social distend', 'social distend policy', 'social distend policy screen', 'social distend policy screen measure', 'distend', 'distend policy', 'distend policy screen', 'distend policy screen measure', 'policy', 'policy screen', 'policy screen measure', 'screen', 'screen measure', 'measure']",1,0,0,0.7142857142857143
76884,The work Dr. Graves did on those two crowns was amazing!,0,work crown amaze,"['work', 'work crown', 'work crown amaze', 'crown', 'crown amaze', 'amaze']",0,0,1,0.7142857142857143
85979,Receptionist was very nice.,0,reception nice,"['reception', 'reception nice', 'nice']",1,0,0,0.7142857142857143
115803,the receptionist is amazing too.,0,reception amaze,"['reception', 'reception amaze', 'amaze']",1,1,1,2.142857142857143
184511,Dr Herzog did an amazing job that took fear out of major dental work and I went home without any pain after an extraction.,0,hero amaze job take fear major dental work go home pain extraction,"['hero', 'hero amaze', 'hero amaze job', 'hero amaze job take', 'hero amaze job take fear', 'hero amaze job take fear major', 'hero amaze job take fear major dental', 'hero amaze job take fear major dental work', 'hero amaze job take fear major dental work go', 'hero amaze job take fear major dental work go home', 'hero amaze job take fear major dental work go home pain', 'hero amaze job take fear major dental work go home pain extraction', 'amaze', 'amaze job', 'amaze job take', 'amaze job take fear', 'amaze job take fear major', 'amaze job take fear major dental', 'amaze job take fear major dental work', 'amaze job take fear major dental work go', 'amaze job take fear major dental work go home', 'amaze job take fear major dental work go home pain', 'amaze job take fear major dental work go home pain extraction', 'job', 'job take', 'job take fear', 'job take fear major', 'job take fear major dental', 'job take fear major dental work', 'job take fear major dental work go', 'job take fear major dental work go home', 'job take fear major dental work go home pain', 'job take fear major dental work go home pain extraction', 'take', 'take fear', 'take fear major', 'take fear major dental', 'take fear major dental work', 'take fear major dental work go', 'take fear major dental work go home', 'take fear major dental work go home pain', 'take fear major dental work go home pain extraction', 'fear', 'fear major', 'fear major dental', 'fear major dental work', 'fear major dental work go', 'fear major dental work go home', 'fear major dental work go home pain', 'fear major dental work go home pain extraction', 'major', 'major dental', 'major dental work', 'major dental work go', 'major dental work go home', 'major dental work go home pain', 'major dental work go home pain extraction', 'dental', 'dental work', 'dental work go', 'dental work go home', 'dental work go home pain', 'dental work go home pain extraction', 'work', 'work go', 'work go home', 'work go home pain', 'work go home pain extraction', 'go', 'go home', 'go home pain', 'go home pain extraction', 'home', 'home pain', 'home pain extraction', 'pain', 'pain extraction', 'extraction']",0,0,1,0.7142857142857143
139352,"My husband, who did not want me to have a second surgery was truly amazed by the work Dr. White did for me.",0,husband want surgery truly amaze work dr white,"['husband', 'husband want', 'husband want surgery', 'husband want surgery truly', 'husband want surgery truly amaze', 'husband want surgery truly amaze work', 'husband want surgery truly amaze work dr', 'husband want surgery truly amaze work dr white', 'want', 'want surgery', 'want surgery truly', 'want surgery truly amaze', 'want surgery truly amaze work', 'want surgery truly amaze work dr', 'want surgery truly amaze work dr white', 'surgery', 'surgery truly', 'surgery truly amaze', 'surgery truly amaze work', 'surgery truly amaze work dr', 'surgery truly amaze work dr white', 'truly', 'truly amaze', 'truly amaze work', 'truly amaze work dr', 'truly amaze work dr white', 'amaze', 'amaze work', 'amaze work dr', 'amaze work dr white', 'work', 'work dr', 'work dr white', 'dr', 'dr white', 'white']",0,0,1,0.7142857142857143
151788,"To go from not being able to fully exist to existing happily, and almost completely sympton free, AMAZING!",0,able fully exist existing happily completely symptom free amaze,"['able', 'able fully', 'able fully exist', 'able fully exist existing', 'able fully exist existing happily', 'able fully exist existing happily completely', 'able fully exist existing happily completely symptom', 'able fully exist existing happily completely symptom free', 'able fully exist existing happily completely symptom free amaze', 'fully', 'fully exist', 'fully exist existing', 'fully exist existing happily', 'fully exist existing happily completely', 'fully exist existing happily completely symptom', 'fully exist existing happily completely symptom free', 'fully exist existing happily completely symptom free amaze', 'exist', 'exist existing', 'exist existing happily', 'exist existing happily completely', 'exist existing happily completely symptom', 'exist existing happily completely symptom free', 'exist existing happily completely symptom free amaze', 'existing', 'existing happily', 'existing happily completely', 'existing happily completely symptom', 'existing happily completely symptom free', 'existing happily completely symptom free amaze', 'happily', 'happily completely', 'happily completely symptom', 'happily completely symptom free', 'happily completely symptom free amaze', 'completely', 'completely symptom', 'completely symptom free', 'completely symptom free amaze', 'symptom', 'symptom free', 'symptom free amaze', 'free', 'free amaze', 'amaze']",0,0,1,0.7142857142857143
101299,Amazing doctor and staff!,0,amaze doctor staff,"['amaze', 'amaze doctor', 'amaze doctor staff', 'doctor', 'doctor staff', 'staff']",0,0,1,0.7142857142857143
188989,and msging her with a question about my results NO RESPONSE…I get a reception girl respond to me (should not,1,make question result response reception girl respond,"['make', 'make question', 'make question result', 'make question result response', 'make question result response reception', 'make question result response reception girl', 'make question result response reception girl respond', 'question', 'question result', 'question result response', 'question result response reception', 'question result response reception girl', 'question result response reception girl respond', 'result', 'result response', 'result response reception', 'result response reception girl', 'result response reception girl respond', 'response', 'response reception', 'response reception girl', 'response reception girl respond', 'reception', 'reception girl', 'reception girl respond', 'girl', 'girl respond', 'respond']",1,0,0,0.7142857142857143
